Title,File Name,URL
Automatic Piano Sheet Music Transcription with Machine Learning,2021_17_3_jcssp.2021.178.187.pdf,https://thescipub.com/pdf/jcssp.2021.178.187.pdf
Stock price prediction using Generative Adversarial Networks,2021_17_3_jcssp.2021.188.196.pdf,https://thescipub.com/pdf/jcssp.2021.188.196.pdf
Geometrical Approach to a New Hybrid Grid-Based Gravitational Clustering Algorithm,2021_17_3_jcssp.2021.197.204.pdf,https://thescipub.com/pdf/jcssp.2021.197.204.pdf
Is Single Scan based Restructuring Always a Suitable Approach to Handle Incremental Frequent Pattern Mining?,2021_17_3_jcssp.2021.205.220.pdf,https://thescipub.com/pdf/jcssp.2021.205.220.pdf
Extensive Analysis on Images Encryption using Hybrid Elliptic Curve Cryptosystem and Hill Cipher,2021_17_3_jcssp.2021.221.230.pdf,https://thescipub.com/pdf/jcssp.2021.221.230.pdf
Mining Sports Articles using Cuckoo Search and Tabu Search with SMOTE Preprocessing Technique,2021_17_3_jcssp.2021.231.241.pdf,https://thescipub.com/pdf/jcssp.2021.231.241.pdf
A Personalized Learning Approach based on Learning Speed,2021_17_3_jcssp.2021.242.250.pdf,https://thescipub.com/pdf/jcssp.2021.242.250.pdf
Financial Forecasting with Machine Learning: Price Vs Return,2021_17_3_jcssp.2021.251.264.pdf,https://thescipub.com/pdf/jcssp.2021.251.264.pdf
Social Media Sentiment Analysis: The Hajj Tweets Case Study,2021_17_3_jcssp.2021.265.274.pdf,https://thescipub.com/pdf/jcssp.2021.265.274.pdf
Evaluating PSAU Mobile Application Based on People at the Center of Mobile Application Development (PACMAD) Usability Model: Empirical Investigation,2021_17_3_jcssp.2021.275.283.pdf,https://thescipub.com/pdf/jcssp.2021.275.283.pdf
Early Detection and Classification Approach for Plant Diseases based on MultiScale Image Decomposition,2021_17_3_jcssp.2021.284.295.pdf,https://thescipub.com/pdf/jcssp.2021.284.295.pdf
Machine Learning-Based Technique to Detect SQL Injection Attack,2021_17_3_jcssp.2021.296.303.pdf,https://thescipub.com/pdf/jcssp.2021.296.303.pdf
Toward an Online DoS/DDoS Classification: An Empirical Study for Network Intrusion Detection Systems,2021_17_3_jcssp.2021.304.318.pdf,https://thescipub.com/pdf/jcssp.2021.304.318.pdf
System Error Estimate using Combination of Classification and Optimization Technique,2021_17_3_jcssp.2021.319.329.pdf,https://thescipub.com/pdf/jcssp.2021.319.329.pdf
An Interval Type-2 Fuzzy Association Rule Mining Approach to Pattern Discovery in Breast Cancer Dataset,2021_17_3_jcssp.2021.330.348.pdf,https://thescipub.com/pdf/jcssp.2021.330.348.pdf
LeafsnapNet: An Experimentally Evolved Deep Learning Model for Recognition of Plant Species based on Leafsnap Image Dataset,2021_17_3_jcssp.2021.349.363.pdf,https://thescipub.com/pdf/jcssp.2021.349.363.pdf
An Overview of Artificial General Intelligence: Recent Developments and Future Challenges,2021_17_4_jcssp.2021.364.370.pdf,https://thescipub.com/pdf/jcssp.2021.364.370.pdf
Social Media-Facilitated Programming: An ARG Model for Collaborative Programming,2021_17_4_jcssp.2021.371.402.pdf,https://thescipub.com/pdf/jcssp.2021.371.402.pdf
Big Data in Educational Institutions using RapidMiner to Predict Learning Effectiveness,2021_17_4_jcssp.2021.403.413.pdf,https://thescipub.com/pdf/jcssp.2021.403.413.pdf
Compressive Sensing Theory for Improving the Robustness and the Security of the Discrete Wavelet Transform-Singular Value Decomposition Watermarking Scheme,2021_17_4_jcssp.2021.414.426.pdf,https://thescipub.com/pdf/jcssp.2021.414.426.pdf
Application of Data Mining Classifiers on Sunflower Edible Oil Bleaching Process: A Comprehensive Comparative Analysis,2021_17_4_jcssp.2021.427.439.pdf,https://thescipub.com/pdf/jcssp.2021.427.439.pdf
Layout Optimization in a Fitness Industry: An Application of QAP Formulation and Heuristic Approaches,2021_17_4_jcssp.2021.440.450.pdf,https://thescipub.com/pdf/jcssp.2021.440.450.pdf
"Comparative Performance of Supervised Learning Algorithms for Flood Prediction in Kemaman, Terengganu",2021_17_5_jcssp.2021.451.458.pdf,https://thescipub.com/pdf/jcssp.2021.451.458.pdf
Critical Success Factors of Information Technology Outsourcing for Emerging Markets,2021_17_5_jcssp.2021.459.469.pdf,https://thescipub.com/pdf/jcssp.2021.459.469.pdf
Advanced Persistent Threats (APT)-Attribution-MICTIC Framework Extension,2021_17_5_jcssp.2021.470.479.pdf,https://thescipub.com/pdf/jcssp.2021.470.479.pdf
SQL Generation from Natural Language: A Sequence-to-Sequence Model Powered by the Transformers Architecture and Association Rules,2021_17_5_jcssp.2021.480.489.pdf,https://thescipub.com/pdf/jcssp.2021.480.489.pdf
A Systematic Literature Review of Software Defect Prediction Using Deep Learning,2021_17_5_jcssp.2021.490.510.pdf,https://thescipub.com/pdf/jcssp.2021.490.510.pdf
On the P VS NP Question: A New Proof of Inequality,2021_17_5_jcssp.2021.511.524.pdf,https://thescipub.com/pdf/jcssp.2021.511.524.pdf
Data Preparation in Machine Learning for Condition-based Maintenance,2021_17_6_jcssp.2021.525.538.pdf,https://thescipub.com/pdf/jcssp.2021.525.538.pdf
Rationalizing Resource Utilization in Cloud Computing Using Coalition Formation Strategy,2021_17_6_jcssp.2021.539.555.pdf,https://thescipub.com/pdf/jcssp.2021.539.555.pdf
An Approach for Finding Semantic Relatedness Score Between Two Sentences Based on their Senses,2021_17_6_jcssp.2021.556.579.pdf,https://thescipub.com/pdf/jcssp.2021.556.579.pdf
Detection and Diagnostic Approach of COVID-19 Based on Cough Sound Analysis,2021_17_6_jcssp.2021.580.597.pdf,https://thescipub.com/pdf/jcssp.2021.580.597.pdf
"A New Spectral Conjugate Gradient Method for
Nonlinear Unconstrained Optimization",2021_17_6_jcssp.2021.598.609.pdf,https://thescipub.com/pdf/jcssp.2021.598.609.pdf
Machine Learning and Deep Learning for Phishing Email Classification using One-Hot Encoding,2021_17_7_jcssp.2021.610.623.pdf,https://thescipub.com/pdf/jcssp.2021.610.623.pdf
Impact of Design Principles and Patterns on Software Flexibility: An Experimental Evaluation Using Flexible Point (FXP),2021_17_7_jcssp.2021.624.638.pdf,https://thescipub.com/pdf/jcssp.2021.624.638.pdf
Face Verification for Person Re-Identification from Surveillance Camera and Drone-based Videos,2021_17_7_jcssp.2021.639.656.pdf,https://thescipub.com/pdf/jcssp.2021.639.656.pdf
Fault-Tolerant Control of a Nonlinear Uncertain System: A Neural Network-Based Passive Approaches and Comparative Study with State-of-the-Art Control Approaches,2021_17_7_jcssp.2021.657.669.pdf,https://thescipub.com/pdf/jcssp.2021.657.669.pdf
Unsupervised Cosegmentation Model based on Saliency Detection and Optimized Hue Saturation Value Features of Superpixels,2021_17_7_jcssp.2021.670.682.pdf,https://thescipub.com/pdf/jcssp.2021.670.682.pdf
Android Based House Mart Application,2021_17_8_jcssp.2021.683.691.pdf,https://thescipub.com/pdf/jcssp.2021.683.691.pdf
Extended Fuzzy Decision Support Model for Cropland Recommendation of Food Cropping in Indonesia,2021_17_8_jcssp.2021.709.723.pdf,https://thescipub.com/pdf/jcssp.2021.709.723.pdf
Structural Equation Model (SEM) for Evaluating Factors Affecting ICT4D Project Success,2021_17_8_jcssp.2021.724.737.pdf,https://thescipub.com/pdf/jcssp.2021.724.737.pdf
Impact and Control of Drug Therapy Guidelines for Tumor Patients During the Novel Coronavirus Pneumonia Epidemic,2021_17_8_jcssp.2021.738.747.pdf,https://thescipub.com/pdf/jcssp.2021.738.747.pdf
Predicting Risk of Diabetes using a Model based on Multilayer Perceptron and Features Extraction,2021_17_9_jcssp.2021.748.761.pdf,https://thescipub.com/pdf/jcssp.2021.748.761.pdf
Predictive Modeling Applied to Structured Clinical Data Extracted from Electronic Health Records: An Architectural Hypothesis and A First Experiment,2021_17_9_jcssp.2021.762.775.pdf,https://thescipub.com/pdf/jcssp.2021.762.775.pdf
Twister Generator of Random Normal Numbers by Box-Muller Model,2020_16_1_jcssp.2020.1.13.pdf,https://thescipub.com/pdf/jcssp.2020.1.13.pdf
Classification of Normal and Abnormal Lung CT-scan Images Using Cellular Learning Automata,2020_16_1_jcssp.2020.14.24.pdf,https://thescipub.com/pdf/jcssp.2020.14.24.pdf
Solving School Bus Routing Problem by Intelligent Water Drops Algorithm,2020_16_1_jcssp.2020.25.34.pdf,https://thescipub.com/pdf/jcssp.2020.25.34.pdf
From Textural Inpainting to Deep Generative Models: An Extensive Survey of Image Inpainting Techniques,2020_16_1_jcssp.2020.35.49.pdf,https://thescipub.com/pdf/jcssp.2020.35.49.pdf
Classification of Heart Disease Using Cluster Based DT Learning,2020_16_1_jcssp.2020.50.55.pdf,https://thescipub.com/pdf/jcssp.2020.50.55.pdf
A Semantic Image Retrieval Technique Through Concept Co-occurrence Based Database Organization and DeepLab Segmentation,2020_16_1_jcssp.2020.56.71.pdf,https://thescipub.com/pdf/jcssp.2020.56.71.pdf
A Design of MAC Model Based on the Separation of Duties and Data Coloring: DSDC-MAC,2020_16_1_jcssp.2020.72.91.pdf,https://thescipub.com/pdf/jcssp.2020.72.91.pdf
Investigate the Extrinsic and Intrinsic Motivational Factors of Knowledge Transfer in the Hospitals,2020_16_1_jcssp.2020.92.104.pdf,https://thescipub.com/pdf/jcssp.2020.92.104.pdf
An Analysis of Heart Disease for Diabetic Patients Using Recursive Feature Elimination with Random Forest,2020_16_1_jcssp.2020.105.116.pdf,https://thescipub.com/pdf/jcssp.2020.105.116.pdf
A Comparison between Conditional Random Field and Structured Support Vector Machine for Arabic Named Entity Recognition,2020_16_1_jcssp.2020.117.125.pdf,https://thescipub.com/pdf/jcssp.2020.117.125.pdf
Data Warehouse Design to Support Social Media Analysis in a Big Data Environment ,2020_16_2_jcssp.2020.126.136.pdf,https://thescipub.com/pdf/jcssp.2020.126.136.pdf
Solving Multi-Objective Master Production Scheduling Model of Kalak Refinery System Using Hybrid Evolutionary Imperialist Competitive Algorithm,2020_16_2_jcssp.2020.137.149.pdf,https://thescipub.com/pdf/jcssp.2020.137.149.pdf
Future Emoji Entry Prediction Using Neural Networks,2020_16_2_jcssp.2020.150.157.pdf,https://thescipub.com/pdf/jcssp.2020.150.157.pdf
Farmer-Friendly Mobile Application for Automated Leaf Disease Detection of Real-Time Augmented Data Set using Convolution Neural Networks,2020_16_2_jcssp.2020.158.166.pdf,https://thescipub.com/pdf/jcssp.2020.158.166.pdf
Artificial Intelligence Techniques and External Factors used in Crime Forecasting in Violence and Property: A Review,2020_16_2_jcssp.2020.167.182.pdf,https://thescipub.com/pdf/jcssp.2020.167.182.pdf
A Descriptive Analysis of Students Learning Skills Using Bloom’s Revised Taxonomy,2020_16_2_jcssp.2020.183.193.pdf,https://thescipub.com/pdf/jcssp.2020.183.193.pdf
A Survey of Data Anonymization Techniques for Privacy-Preserving Mining in Bigdata,2020_16_2_jcssp.2020.194.201.pdf,https://thescipub.com/pdf/jcssp.2020.194.201.pdf
An Optimized Mobile Cloud Computational Offloading Framework using K-Means Algorithm,2020_16_2_jcssp.2020.202.210.pdf,https://thescipub.com/pdf/jcssp.2020.202.210.pdf
Missing Values Treatment and Feature Reduction Analysis to Enhance Classification,2020_16_2_jcssp.2020.211.216.pdf,https://thescipub.com/pdf/jcssp.2020.211.216.pdf
Multi-Factor Authentication for e-Government Services using a Smartphone Application and Biometric Identity Verification,2020_16_2_jcssp.2020.217.224.pdf,https://thescipub.com/pdf/jcssp.2020.217.224.pdf
Optimized Authentication Model for Online Transaction Payments,2020_16_2_jcssp.2020.225.234.pdf,https://thescipub.com/pdf/jcssp.2020.225.234.pdf
Patient Data Integration: A Panacea for Effective Healthcare,2020_16_2_jcssp.2020.235.248.pdf,https://thescipub.com/pdf/jcssp.2020.235.248.pdf
Efficient Multi-Secret Digital Images Steganography,2020_16_2_jcssp.2020.249.256.pdf,https://thescipub.com/pdf/jcssp.2020.249.256.pdf
Fall Detection Using the Histogram of Oriented Gradients and Decision-Based Fusion,2020_16_2_jcssp.2020.257.265.pdf,https://thescipub.com/pdf/jcssp.2020.257.265.pdf
Water Resource Evaluation and Identifying Groundwater Potential Zones in Arid area using Remote Sensing and Geographic Information System,2020_16_3_jcssp.2020.266.279.pdf,https://thescipub.com/pdf/jcssp.2020.266.279.pdf
Multipatch-GLCM for Texture Feature Extraction on Classification of the Colon Histopathology Images using Deep Neural Network with GPU Acceleration,2020_16_3_jcssp.2020.280.294.pdf,https://thescipub.com/pdf/jcssp.2020.280.294.pdf
Utilizing of Big Data and Predictive Analytics Capability in Crisis Management,2020_16_3_jcssp.2020.295.304.pdf,https://thescipub.com/pdf/jcssp.2020.295.304.pdf
Diabetic Retinopathy Detection using Deep Learning Techniques,2020_16_3_jcssp.2020.305.313.pdf,https://thescipub.com/pdf/jcssp.2020.305.313.pdf
Survey on Applications of Electronic Nose,2020_16_3_jcssp.2020.314.320.pdf,https://thescipub.com/pdf/jcssp.2020.314.320.pdf
Assessing Information Security Vulnerabilities and Threats to Implementing Security Mechanism and Security Policy Audit,2020_16_3_jcssp.2020.321.329.pdf,https://thescipub.com/pdf/jcssp.2020.321.329.pdf
A Hierarchical Clustering Approach for DBpedia based Contextual Information of Tweets,2020_16_3_jcssp.2020.330.343.pdf,https://thescipub.com/pdf/jcssp.2020.330.343.pdf
Study and Analysis of Prediction Model for Heart Disease Data Using Machine Learning Techniques,2020_16_3_jcssp.2020.344.354.pdf,https://thescipub.com/pdf/jcssp.2020.344.354.pdf
IoT Framework for Smart Irrigation using Machine Learning Technique,2020_16_3_jcssp.2020.355.363.pdf,https://thescipub.com/pdf/jcssp.2020.355.363.pdf
Diagnosis of Hepatitis Disease with Logistic Regression and Artificial Neural Networks,2020_16_3_jcssp.2020.364.377.pdf,https://thescipub.com/pdf/jcssp.2020.364.377.pdf
A Multi Layer Perceptron Along with Memory Efficient Feature Extraction Approach for Bengali Document Categorization,2020_16_3_jcssp.2020.378.390.pdf,https://thescipub.com/pdf/jcssp.2020.378.390.pdf
A Framework for Computerized Progress Feedback in Tertiary Education,2020_16_3_jcssp.2020.391.401.pdf,https://thescipub.com/pdf/jcssp.2020.391.401.pdf
On the Construction and Properties of Lattice-Group Structure in Cartesian Product Spaces,2020_16_4_jcssp.2020.402.421.pdf,https://thescipub.com/pdf/jcssp.2020.402.421.pdf
A VF-IMF Cohesion Metric for Object-Oriented Classes,2020_16_4_jcssp.2020.422.429.pdf,https://thescipub.com/pdf/jcssp.2020.422.429.pdf
Using the Cuckoo Search for Generating New Particles in Particle Swarm Optimization Algorithm,2020_16_4_jcssp.2020.430.438.pdf,https://thescipub.com/pdf/jcssp.2020.430.438.pdf
Gender-Based Customer Counting System Using Computer Vision for Retail Stores,2020_16_4_jcssp.2020.439.451.pdf,https://thescipub.com/pdf/jcssp.2020.439.451.pdf
Thinging-Based Conceptual Modeling: Case Study of a Tendering System,2020_16_4_jcssp.2020.452.466.pdf,https://thescipub.com/pdf/jcssp.2020.452.466.pdf
Convergent Tangent Estimator for Discrete Objects Based on Isothetic Covers,2020_16_4_jcssp.2020.467.478.pdf,https://thescipub.com/pdf/jcssp.2020.467.478.pdf
A Novel Method to Predict Processor Performance by Modeling Different Architecture Parameters,2020_16_4_jcssp.2020.479.492.pdf,https://thescipub.com/pdf/jcssp.2020.479.492.pdf
General Approach for Formulating a Digital Transformation Strategy,2020_16_4_jcssp.2020.493.507.pdf,https://thescipub.com/pdf/jcssp.2020.493.507.pdf
Systematic Evaluation of Image-Based NPR Applied to Video,2020_16_4_jcssp.2020.508.517.pdf,https://thescipub.com/pdf/jcssp.2020.508.517.pdf
A Fuzzy Decision Support Model for Cropland Recommendation of Food Cropping in Indonesia,2020_16_4_jcssp.2020.518.531.pdf,https://thescipub.com/pdf/jcssp.2020.518.531.pdf
Perceptions of Smartphone Users’ Acceptance and Adoption of Mobile Commerce (MC): The Case of Jordan,2020_16_4_jcssp.2020.532.542.pdf,https://thescipub.com/pdf/jcssp.2020.532.542.pdf
Live Migration of Virtual Machines using Mirroring Technique,2020_16_4_jcssp.2020.543.550.pdf,https://thescipub.com/pdf/jcssp.2020.543.550.pdf
Fault Node Detection and Connectivity Restoration with Mobile Relay Node in Wireless Sensor Networks,2020_16_4_jcssp.2020.551.558.pdf,https://thescipub.com/pdf/jcssp.2020.551.558.pdf
Email Spam Classification Using Gated Recurrent Unit and Long Short-Term Memory,2020_16_4_jcssp.2020.559.567.pdf,https://thescipub.com/pdf/jcssp.2020.559.567.pdf
Detection of Pulmonary Nodules in ct Images Using Deep Learning Technique,2020_16_4_jcssp.2020.568.575.pdf,https://thescipub.com/pdf/jcssp.2020.568.575.pdf
Irrigation System Using Hyperspectral Data and Machnie Learning Techniques for Smart Agriculture,2020_16_4_jcssp.2020.576.582.pdf,https://thescipub.com/pdf/jcssp.2020.576.582.pdf
A Secure Key Authentication Scheme Based on the Hardness of Solving Elliptic Curve Discrete Logarithm Problem,2020_16_5_jcssp.2020.583.590.pdf,https://thescipub.com/pdf/jcssp.2020.583.590.pdf
Optic Disc Segmentation in Fundus Images with Deep Learning Object Detector,2020_16_5_jcssp.2020.591.600.pdf,https://thescipub.com/pdf/jcssp.2020.591.600.pdf
Classification Program and Story Boundaries Segmentation in TV News Broadcast Videos via Deep Convolutional Neural Network,2020_16_5_jcssp.2020.601.619.pdf,https://thescipub.com/pdf/jcssp.2020.601.619.pdf
GoogleNet CNN Neural Network towards Chest CT-Coronavirus Medical Image Classification,2020_16_5_jcssp.2020.620.625.pdf,https://thescipub.com/pdf/jcssp.2020.620.625.pdf
Gamification After Almost a Decade: Is it Still Relevant? A Case of Non-STEM Hybrid E-learning University Course,2020_16_5_jcssp.2020.626.631.pdf,https://thescipub.com/pdf/jcssp.2020.626.631.pdf
Deployment of Auction Theoretic Models for Spectrum Allocation in Cognitive Radio Networks,2020_16_5_jcssp.2020.632.641.pdf,https://thescipub.com/pdf/jcssp.2020.632.641.pdf
Exploring Learning Capability of an Agent in SOAR: Using 8-Queens Problem,2020_16_5_jcssp.2020.642.650.pdf,https://thescipub.com/pdf/jcssp.2020.642.650.pdf
Enhancement of GPS Position Accuracy Using Machine Vision and Deep Learning Techniques,2020_16_5_jcssp.2020.651.659.pdf,https://thescipub.com/pdf/jcssp.2020.651.659.pdf
Exploring a Flexible Scoring Scheme for a Heuristic Search Technique: A Case Study of University Timetables,2020_16_5_jcssp.2020.660.670.pdf,https://thescipub.com/pdf/jcssp.2020.660.670.pdf
Improved Fuzzy Logic Controller Implemented on FPGA Circuit for Photovoltaic Systems,2020_16_5_jcssp.2020.671.685.pdf,https://thescipub.com/pdf/jcssp.2020.671.685.pdf
Decision Support Model for Employee Selection Based on Data Mining and Fuzzy Logic,2020_16_5_jcssp.2020.686.701.pdf,https://thescipub.com/pdf/jcssp.2020.686.701.pdf
OntoJob Query Processor: An Ontology Driven Query Processing Method in Jobology Information System,2020_16_5_jcssp.2020.702.714.pdf,https://thescipub.com/pdf/jcssp.2020.702.714.pdf
Improvement of Menezes-Vanstone Elliptic Curve Cryptosystem Based on Quadratic Bézier Curve Technique,2020_16_5_jcssp.2020.715.722.pdf,https://thescipub.com/pdf/jcssp.2020.715.722.pdf
How to Document Computer Networks,2020_16_6_jcssp.2020.723.734.pdf,https://thescipub.com/pdf/jcssp.2020.723.734.pdf
An On-line Analytical Processing (OLAP) Aggregation Function for Rising Aspects in Collaboration and Social Networks,2020_16_6_jcssp.2020.735.748.pdf,https://thescipub.com/pdf/jcssp.2020.735.748.pdf
A Machine Learning Approach to Predict Movie Revenue Based on Pre-Released Movie Metadata,2020_16_6_jcssp.2020.749.767.pdf,https://thescipub.com/pdf/jcssp.2020.749.767.pdf
The Reliability of Routing Protocols as an Important Factor for Road Safety Applications in VANET-based Autonomous Cars,2020_16_6_jcssp.2020.768.783.pdf,https://thescipub.com/pdf/jcssp.2020.768.783.pdf
An Adaptive Thresholding Algorithm-Based Optical Character Recognition System for Information Extraction in Complex Images,2020_16_6_jcssp.2020.784.801.pdf,https://thescipub.com/pdf/jcssp.2020.784.801.pdf
A System for Item Analysis Examination on Cloud Computing Service,2020_16_6_jcssp.2020.802.816.pdf,https://thescipub.com/pdf/jcssp.2020.802.816.pdf
"Big Data Characteristics, Architecture, Technologies and Applications",2020_16_6_jcssp.2020.817.824.pdf,https://thescipub.com/pdf/jcssp.2020.817.824.pdf
An Extension to UML for the Modeling of Web Based Bus Reservation System,2020_16_6_jcssp.2020.825.837.pdf,https://thescipub.com/pdf/jcssp.2020.825.837.pdf
BM3D Outperforms Major Benchmarks in Denoising: An Argument in Favor,2020_16_6_jcssp.2020.838.847.pdf,https://thescipub.com/pdf/jcssp.2020.838.847.pdf
AI-Based Techniques for DDoS Attack Detection in WSN: A Systematic Literature Review,2020_16_6_jcssp.2020.848.855.pdf,https://thescipub.com/pdf/jcssp.2020.848.855.pdf
Identification of Children Learning Styles Using Elicitation Application,2020_16_6_jcssp.2020.856.862.pdf,https://thescipub.com/pdf/jcssp.2020.856.862.pdf
"Publish, Subscribe and Federate!",2020_16_7_jcssp.2020.863.870.pdf,https://thescipub.com/pdf/jcssp.2020.863.870.pdf
Enhanced Support Vector Machine based on Metaheuristic Search for Multiclass Problems,2020_16_7_jcssp.2020.871.885.pdf,https://thescipub.com/pdf/jcssp.2020.871.885.pdf
Prediction of Covid-19 Outbreak in India by Employing Epidemiological Models,2020_16_7_jcssp.2020.886.890.pdf,https://thescipub.com/pdf/jcssp.2020.886.890.pdf
Modeling the Semantics of States and State Machines,2020_16_7_jcssp.2020.891.905.pdf,https://thescipub.com/pdf/jcssp.2020.891.905.pdf
Fully Retroactive Priority Queues using Persistent Binary Search Trees,2020_16_7_jcssp.2020.906.915.pdf,https://thescipub.com/pdf/jcssp.2020.906.915.pdf
A Survey on Event Detection Models for Text Data Streams,2020_16_7_jcssp.2020.916.935.pdf,https://thescipub.com/pdf/jcssp.2020.916.935.pdf
Pedagogical Resources Indexation Based on Ontology in Intelligent Recommendation System for Contents Production in d-Learning Environment,2020_16_7_jcssp.2020.936.949.pdf,https://thescipub.com/pdf/jcssp.2020.936.949.pdf
Anomaly Detection Algorithms for Streaming Data: Performance Comparison,2020_16_7_jcssp.2020.950.955.pdf,https://thescipub.com/pdf/jcssp.2020.950.955.pdf
Improving Arabic Instant Machine Translation: The Case of Arabic Triangle of Language,2020_16_7_jcssp.2020.956.965.pdf,https://thescipub.com/pdf/jcssp.2020.956.965.pdf
Model-Driven Framework for Evaluating Learning Outcomes Process,2020_16_7_jcssp.2020.966.982.pdf,https://thescipub.com/pdf/jcssp.2020.966.982.pdf
The Impact of eHRM Practice on Organizational Performance: Investigating the Effect of Job Satisfaction of HRM Professionals,2020_16_7_jcssp.2020.983.1000.pdf,https://thescipub.com/pdf/jcssp.2020.983.1000.pdf
Intelligent Attendance System Using Artificial Neural Network Based on Students’ Background,2020_16_7_jcssp.2020.1001.1010.pdf,https://thescipub.com/pdf/jcssp.2020.1001.1010.pdf
Performance Evaluation of Deep Learning Networks on Printed Odia Characters,2020_16_7_jcssp.2020.1011.1018.pdf,https://thescipub.com/pdf/jcssp.2020.1011.1018.pdf
Hybrid Ant Colony Optimization and Genetic Algorithm for Rule Induction,2020_16_7_jcssp.2020.1019.1028.pdf,https://thescipub.com/pdf/jcssp.2020.1019.1028.pdf
A Novel Approach to Wheelchair Design and Operation Using Multi-Function Controller,2020_16_7_jcssp.2020.1029.1041.pdf,https://thescipub.com/pdf/jcssp.2020.1029.1041.pdf
Augmented Reality Application for Teaching Basic Operations with Fractions of the Same Denominator,2020_16_7_jcssp.2020.1042.1062.pdf,https://thescipub.com/pdf/jcssp.2020.1042.1062.pdf
Forecasting Air Passenger Demand: A Comparison of LSTM and SARIMA,2020_16_7_jcssp.2020.1063.1084.pdf,https://thescipub.com/pdf/jcssp.2020.1063.1084.pdf
Recognition of Pathological Voices by Human Factor Cepstral Coefficients (HFCC),2020_16_8_jcssp.2020.1085.1099.pdf,https://thescipub.com/pdf/jcssp.2020.1085.1099.pdf
A Review on Ultra Reliable and Low Latency Communications (PHY and MAC Layer Perspectives),2020_16_8_jcssp.2020.1100.1114.pdf,https://thescipub.com/pdf/jcssp.2020.1100.1114.pdf
Speech Signal Analysis in Phase Domain,2020_16_8_jcssp.2020.1115.1127.pdf,https://thescipub.com/pdf/jcssp.2020.1115.1127.pdf
SuVashantor: English to Bangla Machine Translation Systems,2020_16_8_jcssp.2020.1128.1138.pdf,https://thescipub.com/pdf/jcssp.2020.1128.1138.pdf
A Developed Uncapacitated Scheduling Algorithm of Building Timetables for Different Exam Kinds,2020_16_8_jcssp.2020.1139.1149.pdf,https://thescipub.com/pdf/jcssp.2020.1139.1149.pdf
Supervised Machine Learning Model-Based Approach for Performance Prediction of Students,2020_16_8_jcssp.2020.1150.1162.pdf,https://thescipub.com/pdf/jcssp.2020.1150.1162.pdf
A Conceptual Model for the E-Commerce Application Recommendation Framework using Exploratory Search,2020_16_8_jcssp.2020.1163.1171.pdf,https://thescipub.com/pdf/jcssp.2020.1163.1171.pdf
Natural Reforestation Optimization (NRO): A Novel Optimization Algorithm Inspired by the Reforestation Process,2020_16_8_jcssp.2020.1172.1184.pdf,https://thescipub.com/pdf/jcssp.2020.1172.1184.pdf
A Scalable Hierarchal Based Addressing Routing Architecture in Software Defined Network (SDN),2020_16_8_jcssp.2020.1185.1194.pdf,https://thescipub.com/pdf/jcssp.2020.1185.1194.pdf
Mesh Simplification by Curvature-Enhanced Quadratic Error Metrics,2020_16_8_jcssp.2020.1195.1202.pdf,https://thescipub.com/pdf/jcssp.2020.1195.1202.pdf
Rule-Based Approach to Detect IoT Malicious Files,2020_16_9_jcssp.2020.1203.1211.pdf,https://thescipub.com/pdf/jcssp.2020.1203.1211.pdf
